id,nama_ikan,url,penjual,price,num_rate
640100,Ikan asin sangge khas medan (serba.ikan.pamulang),https://shopee.co.id/Ikan-Makarel-Saba-Fish-500gr-i.63826174.4531297419?sp_atk=a68f3b15-ebab-4d4f-a058-3129f57432bb,serba.ikan.pamulang,"Rp47.000,00",10042
1247394,Ikan makarel | saba fish @ (annysiburian130.),https://shopee.co.id/Filet-Ikan-Dori-Dory-Fish-Fillet-Premium-NBL-Non-Blood-Line-1kg-i.133313123.2210819683?sp_atk=72c359a6-f81f-48af-84a0-b62446c2d45b,annysiburian130.,"Rp53.900,00",367
260470,Ikan dori / dory fish fillet premium nbl - non blood line (bigocean),https://shopee.co.id/Ikan-pari-asap-iwak-pe-i.8228790.1679843158?sp_atk=bd8f3fe5-e331-4dde-8f77-a815148e183a,bigocean,"Rp32.000,00",10603
1214702,Ikan pari asap / iwak pe (triofrozenciwastra),https://shopee.co.id/Dahfa-Snek-Ikan-12-gr-Dried-Fish-FIllet-Snack-12-gr-Legendaris-i.62457661.2534277057?sp_atk=bf52e8b3-c9b6-494b-b31c-a49d3b814581,triofrozenciwastra,"Rp15.000,00",1197
848664,Ikan tipis tarakan isi (ridajanuarisna),https://shopee.co.id/Ikan-Tipis-Tarakan-isi-400gr-i.9558230.877474598?sp_atk=67a3fae4-f263-40e5-9981-34ea39a6b783,ridajanuarisna,"Rp30.000,00",2893
1142570,Ikan dori fillet (cl889),https://shopee.co.id/Ikan-dori-fillet-1-kg-i.30346818.738202409?sp_atk=ef7da134-c90a-4b84-9012-36a21b823552,cl889,"Rp7.000,00",1580
325834,Ikan kembung banjar (sarahfadilla.kontak),https://shopee.co.id/Ikan-kembung-Banjar-500gr-i.76588821.9048101252?sp_atk=8f1620c5-81e9-4f8a-8ab7-e3220e3fef24,sarahfadilla.kontak,"Rp80.000,00",10605
411168,Ikan arwana silver red (pelangi_girls_naget),https://shopee.co.id/ikan-arwana-silver-red-i.330750369.9842318397?sp_atk=10020911-f579-4f27-b889-cc35f638459c,pelangi_girls_naget,"Rp37.000,00",2996
885974,Ikan selar segar (detofarm),https://shopee.co.id/Ikan-Selar-Segar-1-Kg-i.289432477.7546695008?sp_atk=1c5ad394-95e2-4c2d-be9c-173b51f5a5f8,detofarm,"Rp26.000,00",6219
1151092,Ikan kakap giling super (rifkyaryanto),https://shopee.co.id/Ikan-Kakap-Giling-Super-i.83519261.4338996122?sp_atk=2a0c46ce-4dc5-4ea4-a0bc-5f40e7ef4696,rifkyaryanto,"Rp80.000,00",1113
358326,Ikan makarel | saba fish @ (gerobakikan),https://shopee.co.id/Cumi-Sero-Segar-i.8418220.7024237844?sp_atk=2c8b1f2b-d699-4c79-ac28-64ba0af41271,gerobakikan,"Rp39.999,00",8314
153210,Ikan kakap merah (jalaikan),https://shopee.co.id/Ikan-Makarel-Saba-Fish-1kg-i.63826174.3331393623?sp_atk=dea7d6f2-3b0d-408e-a4f7-1879ef60b7cb,jalaikan,"Rp53.000,00",5572
834836,Ikan gabus fillet (hy.shop),https://shopee.co.id/IKAN-KAKAP-MERAH-500-GRAM-SEGAR-SUPER-FILLET-BENTUK-STEAK-i.279726263.5240252152?sp_atk=47edb71b-9d9b-415d-82f3-65fb87c4340b,hy.shop,"Rp40.000,00",1433
1171994,Ikan gurame / gurami fresh segar kiloan pasar murah jakarta (bigocean),https://shopee.co.id/22-Seafood-Ikan-Gabus-Fillet-500Gram-Premium-export-quality-i.229530600.4357777324?sp_atk=e462df8d-4201-440a-aec0-ba964f7d63bd,bigocean,"Rp63.000,00",936
1239068,Ikan dory / dori / patin (pangaseus) white/bl beku per pack (ibumart_bekasi),https://shopee.co.id/Ikan-Gurame-Gurami-Fresh-Segar-Kiloan-Pasar-Murah-Jakarta-i.83389415.1905359942?sp_atk=5292ff1b-cf65-4f2f-8679-e36692a52b70,ibumart_bekasi,"Rp45.000,00",658
985922,Ikan pink danio zebra (22seafoodamt),https://shopee.co.id/Fillet-Ikan-Dory-Dori-Patin-(Pangaseus)-White-BL-Beku-per-pack-1kg-i.95478367.5228597864?sp_atk=ec1f62fd-1177-4eb7-a650-528a5329cb03,22seafoodamt,"Rp42.000,00",8121
765562,Ikan dory / dory filet (pasarmurahjakarta),https://shopee.co.id/Ikan-Pink-Danio-Zebra-i.326236103.5561630746?sp_atk=52957a03-2d52-46ef-8032-55b60675ba79,pasarmurahjakarta,"Rp30.000,00",4187
165964,Ikan kakap giling super (javasea),https://shopee.co.id/IKAN-DORY-DORY-FILET-i.140384601.4137680558?sp_atk=b8fb12e9-f10d-4bcc-a21a-a2711628dc01,javasea,"Rp56.000,00",9445
855172,"Ikan senangin,/kuro perkg (awelshopfish)",https://shopee.co.id/IKAN-KAKAP-GILING-SUPER-i.28899756.7229537697?sp_atk=0bfe5739-650e-4b54-b043-c4ae1dd97763,awelshopfish,"Rp900.000,00",3255
258232,Ikan manfish albino red eye (kitabeef08),https://shopee.co.id/ikan-senangin-kuro-perkg-i.54503301.6793673756?sp_atk=a9bd6a96-dc50-4a06-9057-52bea77141d3,kitabeef08,"Rp43.500,00",7941
994754,Ikan dori fillet (zulfiero),https://shopee.co.id/IKAN-MANFISH-ALBINO-RED-EYE-i.314032915.3654867179?sp_atk=c5eb0d58-84ec-45a0-85e9-b30557b07ba4,zulfiero,"Rp45.000,00",1680
43319,Ikan rebus dencis ½ kg (riena_lestari87),https://shopee.co.id/IKAN-DORI-FILLET-500GR-i.8540559.7162034223?sp_atk=72ef7b3c-608c-46d6-bc12-b55bb5031840,riena_lestari87,"Rp20.000,00",10100
408440,Ikan pink danio zebra (flyfarm.id),https://shopee.co.id/Ikan-Rebus-Dencis-%C2%BD-kg-i.40986894.9568502886?sp_atk=22913968-ce49-4541-80de-e9b0bf4ec51c,flyfarm.id,"Rp7.500,00",5050
918688,Ikan louhan f (dynakh),https://shopee.co.id/ikan-Pink-danio-zebra-i.270137610.3460316677?sp_atk=e8122e0e-c396-4cf1-b6dc-ce981d8c9f14,dynakh,"Rp30.000,00",2310
308694,Ikan asin tembang / klotok - berat (iwakshop),https://shopee.co.id/Buy-3-Get-1-Burayak-Ikan-Louhan-F2-Gen-Ori-Thailand-i.151266685.5773249297?sp_atk=0283a76a-20e0-4851-8257-859c7d3048f2,iwakshop,"Rp27.000,00",5528
199450,Ikan mujaer segar (rafa_aquascape),https://shopee.co.id/Ikan-Asin-Tembang-Klotok-Berat-200gram-(Mracang-Market)-i.89921731.1887192438?sp_atk=853e28db-ac64-407b-94dd-4eaf52ff30ac,rafa_aquascape,"Rp600.000,00",6451
401784,"Ikan gurame segar, selar kuning, kembung banjar, bawal (ibalbale11)",https://shopee.co.id/PASAR-ONLINE-MURAH-IKAN-MUJAER-SEGAR-500gr-i.79790537.7737145467?sp_atk=d767fc31-38b3-4f76-ac3b-76e35a865bb6,ibalbale11,"Rp6.000,00",12394
1122792,Ikan kembung banjar (mracang_market),https://shopee.co.id/Ikan-Gurame-Segar-Selar-Kuning-Kembung-Banjar-Bawal-500-gram-i.228030739.4318131998?sp_atk=d0a43e7e-044d-407a-92c6-e7fd31622388,mracang_market,"Rp15.000,00",1793
709500,Ikan kembung banjar premium lokal segar dan bergaransi / pack (iita.bee),https://shopee.co.id/Ikan-Kembung-Banjar-i.366114160.9450559149?sp_atk=51fdd9af-fd0b-4133-aacc-da84ad480cec,iita.bee,"Rp23.000,00",3223
285638,Ikan gabus laut fillet (tokobarter),https://shopee.co.id/Ikan-Kembung-Banjar-PREMIUM-LOKAL-Segar-dan-Bergaransi-Pack-i.192151793.3713848179?sp_atk=2584324b-bee4-428a-975d-32ff51351d13,tokobarter,"Rp19.600,00",16385
1135126,Ikan cucut (ninam.ariahgol),https://shopee.co.id/ikan-gabus-laut-fillet-1-kg-FROZEN-i.301266475.5978221269?sp_atk=cfa50469-9da7-4e38-a03f-0855a61e3425,ninam.ariahgol,"Rp24.000,00",1487
834558,Ikan tongkol/ hasil laut/ seafood (oishiseafood),https://shopee.co.id/Fillet-ikan-cucut-i.134014709.3633752382?sp_atk=7a347a48-8036-41b3-9f2f-c488e5ca82b3,oishiseafood,"Rp59.999,00",2951
551968,Ikan guppy albino full red remaja jantan/betina (goldenseafood),https://shopee.co.id/Ikan-tongkol-hasil-laut-seafood-1kg-i.175324795.4517902331?sp_atk=4c9a5cb5-eed9-46cc-8200-e437acd69e3c,goldenseafood,"Rp70.000,00",2697
1005658,Ikan makarel ikan saba norway segar frozen (fionavalenciawinaya),https://shopee.co.id/IKAN-GUPPY-ALBINO-FULL-RED-REMAJA-JANTAN-BETINA-i.134209384.4751994706?sp_atk=c880449e-06e8-438b-a193-af66de29b7f3,fionavalenciawinaya,"Rp39.000,00",3979
746432,Ikan lohan/louhan srd gen ori ( (bdg.freshfood),https://shopee.co.id/Ikan-Makarel-Ikan-Saba-Norway-Segar-Frozen-1-Kg-PREMIUM-i.289432477.8315190622?sp_atk=c6ecc1da-2567-4a2f-9577-d44fa5d5cab9,bdg.freshfood,"Rp30.000,00",3190
1057242,Ikan dori fillet (sofyanhadi.sh96),https://shopee.co.id/ikan-Lohan-Louhan-SRD-Gen-ORI-(3-4CM)-PROMO-(beli-5-gratis-1)-TERMURAH!!-i.127584109.3877746071?sp_atk=4187070c-27a0-4bee-af44-cf64645ae100,sofyanhadi.sh96,"Rp4.500,00",1406
284118,Ikan cakalang fufu (gerobakikan),https://shopee.co.id/Sayurbox-Bandar-Maritim-Ikan-Dori-Fillet-250-gram-i.47882995.7740674073?sp_atk=5f48611a-1636-4c6f-a03a-59f12d6e8333,gerobakikan,"Rp49.999,00",4252
302562,Ikan dori ikan patin fillet lokal @ (rizexo),https://shopee.co.id/Ikan-Cakalang-Fufu-1.000-gram-Cakalang-Asap-ikan-asap-Cakalang-Fufu-i.125200560.4544458083?sp_atk=a7f2811f-e665-4cc8-be1a-e46c237d6522,rizexo,"Rp6.400,00",11958
596598,Ikan cue tongkol pindang potong - gerai sayur segar depok (sayurbox),https://shopee.co.id/Ikan-Dori-IKAN-PATIN-FILLET-LOKAL-1Kg-Qualitas-Super-i.232580598.3720209900?sp_atk=d47e5f3a-953a-4ee0-8023-90050534d6db,sayurbox,"Rp17.200,00",7743
860890,Ikan bawal putih kualitas ekspor (agenroajakarta),https://shopee.co.id/Ikan-Cue-Tongkol-Pindang-Potong-Gerai-Sayur-Segar-Depok-i.244637945.4456760382?sp_atk=b0f51913-ee38-4acd-a3ad-25f5fb130136,agenroajakarta,"Rp100.000,00",2134
951050,Ikan guppy albino sky red (rajadagingtgr),https://shopee.co.id/Ikan-Bawal-Putih-Kualitas-Ekspor-i.142408721.3835578456?sp_atk=b8f8d075-d16f-431c-a394-b613b4aab3fc,rajadagingtgr,"Rp38.000,00",1214
796450,Ikan cue / cuwe keranjang (geraisayur.id),https://shopee.co.id/Ikan-Guppy-Albino-Sky-Red-i.84514035.4542303712?sp_atk=965db5fc-1d2b-4ba4-be90-75cef38a0870,geraisayur.id,"Rp6.500,00",3870
502772,Ikan parang parang giling (cahayabahari89),https://shopee.co.id/Ikan-Cue-Cuwe-Keranjang-2-Ekor-Fresh-Segar-Enak-Pasar-Murah-Jakarta-i.83389415.1569715489?sp_atk=60ac2554-b019-413f-8fd4-1b0cc00a8e77,cahayabahari89,"Rp27.000,00",2146
1102462,Ikan tuna putih fillet (titiezal),https://shopee.co.id/IKAN-PARANG-PARANG-GILING-i.4735742.1485756021?sp_atk=baa3f8cd-0c51-4c35-9d13-fa58a6ae5e7a,titiezal,"Rp30.000,00",484
1062092,Ikan chana maru ys yellow sentarum size ( (pasarmurahjakarta),https://shopee.co.id/Ikan-Tuna-Putih-Fillet-500gr-i.54395976.8012489291?sp_atk=1b9a77d0-fe6d-44cd-b27e-774e877e8ca9,pasarmurahjakarta,"Rp7.700,00",1057
891484,Ikan baronang standar lokal segar dan bergaransi / pack (linda.hakim),https://shopee.co.id/IKAN-CHANA-MARU-YS-yellow-sentarum-SIZE-(16-18CM)-i.345023971.8320542802?sp_atk=9f942736-cad5-44b2-a170-0a6c24be98c2,linda.hakim,"Rp63.000,00",1754
1217064,Ikan tongkol (goedangjamdjakarta),https://shopee.co.id/Ikan-Baronang-STANDAR-LOKAL-Segar-dan-Bergaransi-Pack-i.226267662.4040158757?sp_atk=a9030af3-4112-4c94-9b4f-f3fad6b1ab19,goedangjamdjakarta,"Rp29.000,00",1239
382204,Ikan louhan(cod)/lohan srd/cencu size (juandaniel121002),https://shopee.co.id/22-Seafood-Fillet-Ikan-Tongkol-500-gram-i.229530600.6861228374?sp_atk=7834ba09-6f13-4dfd-8231-360c43a64afd,juandaniel121002,"Rp54.000,00",2493
1259560,Ikan sembilang telur segar harian hasil laut (fresiofoods),https://shopee.co.id/ikan-louhan(cod)-lohan-srd-cencu-size-4-6-cm-(beli-5-gratis-1)-i.408241444.9931675747?sp_atk=63a04e39-50e2-4a48-acba-a912790647b8,fresiofoods,"Rp42.000,00",1000
308696,Ikan platy micky mouse hias (22seafoodamt),https://shopee.co.id/ikan-Sembilang-telur-segar-harian-hasil-laut-1kg-i.313183149.10127468722?sp_atk=59a46734-e043-42bd-9261-b12c1b9a710f,22seafoodamt,"Rp30.000,00",2602
1270254,Ikan kakap merah frozen (juan_aquatic),https://shopee.co.id/ikan-platy-Micky-mouse-hias-i.243582241.9244295609?sp_atk=c0e3d915-c6b3-48bd-a232-b4cd1c499055,juan_aquatic,"Rp10.900,00",999
474928,Ikan roa tumbuk badan setengah kg (waroengikan),https://shopee.co.id/FILLET-IKAN-KAKAP-MERAH-Frozen-500g-i.197406032.8462957149?sp_atk=04f783e8-0100-437d-b6df-6022b049e84f,waroengikan,"Rp50.000,00",2000
